N° UNICO CONSECUTIVO DE IDENTIFICACION,ESTADO DEL ESTABLECIMIENTO,DEPARTAMENTO,MUNICIPIO,RAZON SOCIAL,NIT,REPRESENTANTE LEGAL,DIRECCION O UBICACION DEL ESTABLECIMIENTO,CONCEPTO SANITARIO VIGENTE,"LINEA SUBCATEGGORIA DE ALIMENTOS
(Productos elaborados o Procesados)"
27799,1 ACTIVO,CHOCO,QUIBDO,PEREZ CASTAÑO RUBEN DARIO PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO RICAREPA R.P.,154208351,RUBEN DARIO PEREZ CASTAÑO,"CR 9 No 9A - 76 BR SAMPER (UNA CUADRA DESPUES DE LA ANTENA ECOS DEL ATRATO, Y ANTES DE LA VIA CONOCIDA COMO ENTRADA AL BR SAMPER)",FAVORABLE,AREPAS DE MAIZ
27800,1 ACTIVO,ANTIOQUIA,PEÑOL,CERVECERIA FLOR DE LA CANELA SAS,9015925514,CARLOS ANDRES MEJIA VALDES,VDA HORIZONTES SEC PUENTE HONDITA,FAVORABLE CON OBSERVACIONES,CERVEZA ARTESANAL
27801,1 ACTIVO,ANTIOQUIA,MEDELLIN,JOSE ALEXANDER GALEANO GONZALEZ PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO YOGURT LA CAMPESINA,160749561,JOSE ALEXANDER GALEANO GONZALEZ,CR 74 No 25-15,FAVORABLE,YOGURT
27803,1 ACTIVO,ANTIOQUIA,MARINILLA,ANDRES DARIO VALENCIA MONTOYA PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO PASABOCAS LA ORIGINAL,10072388470,ANDRES DARIO VALENCIA MONTOYA,CR 39 No 29A - 42,FAVORABLE,SNACKS A BASE DE HARINA DE TRIGO
27804,1 ACTIVO,BOYACA,PUERTO BOYACA,MARISOL BECERRA CELY PROPIETARIA DEL ESTABLECIMIENTO DE COMERCIO AGUA EL SOL DEL PUERTO,233511513,MARISOL BECERRA CELY,CR 5 No 17 31,FAVORABLE,AGUA POTABLE TRATADA ENVASADA
27805,1 ACTIVO,ANTIOQUIA,MEDELLIN,ARUM LATAM SAS,9013227394,JUAN PABLO GRANADA GARCIA,CL 32 No 77-71 INT 301,FAVORABLE,MEZCLAS EN POLVO PARA PREPARAR BEBIDAS VARIEDADES
27808,1 ACTIVO,ANTIOQUIA,RIONEGRO,AREPAS SOY SABOR SAS,9016056535,JHON JAIRO VALENCIA SOSA,CR 52 No 43 - 64,FAVORABLE,AREPA DE MAIZ
27810,1 ACTIVO,ANTIOQUIA,RIONEGRO,DISTRIBUIDORA EL CASTELLANO S.A.S,9011665098,BLANCA RUTH MARIN AGUDELO,CL 47 No 50C - 18,FAVORABLE,PRODUCTOS HOJALDRADOS CON RELLENO O SIN RELLENO VARIEDADES
27817,1 ACTIVO,VALLE_DEL_CAUCA,YUMBO,EXPORTACIONES E IMPORTACIONES GRANJA DOÑA B SAS,9016006872,CAMILO ERNESTO CAÑAS MARIN,CL 15 NORTE No 22-200,FAVORABLE,FILETE DE TRUCHA
27819,1 ACTIVO,VALLE_DEL_CAUCA,CALI,INVERSIONES IA&E SAS,9011535615,EDNA VIVIANA PORTILLA YEPES,CR 28  No 8-02,FAVORABLE,PASTA DE AJO
27820,1 ACTIVO,VALLE_DEL_CAUCA,CALI,AZALAC SAS,9011182185,MARTIN MOLINA AZCARATE,CL 21 No 1-27 BR SAN NICOLAS,FAVORABLE,YOGURT
27821,1 ACTIVO,VALLE_DEL_CAUCA,CALI,MILENIUM DE COLOMBIA SAS,9014195809,CARMEN EUCARIS GIRALDO GIRALDO,CR 17C No 27C-50 BR SIMON BOLIVAR,FAVORABLE,GLASEADO
27823,1 ACTIVO,VALLE_DEL_CAUCA,CALI,ARAGON HURTADO YOVY ESTABLECIMIENTO DE COMERCIO COCOCHON,11438411813,YOVY ARAGON HURTADO,CL 35 No 29A-62 BR CONQUISTADORES,FAVORABLE CON OBSERVACIONES,BEBIDAS ALCOHOLICAS AUTOCTONAS DEL PACIFICO A BASE DE ALCOHOL DE CAÑA
27824,1 ACTIVO,META,SAN MARTIN,DIANA CORPORACION SAS - DICORP SAS - SAN MARTIN DIANA CORPORACION S.A.S,8600316066,MARIA MARGARITA MURRA PARDO,KM 1 VIA GRANADA,FAVORABLE,ARROZBLANCO;ARROZBLANCOFORTIFICADO
27841,1 ACTIVO,BOGOTA,BOGOTA,ANDALUZ CARNES FRIAS SAS,9016097121,RAFAEL ANTONIO GOMEZ CRISTIANO,CL 45 SUR No 72U-11,FAVORABLE,DERIVADOS CARNICOS FRESCOS TRATADOS O NO TERMICAMENTE
27842,1 ACTIVO,BOGOTA,BOGOTA,PAIS EMPRENDEDOR SIGLA PEMSAS-PLANTA 2,8300779851,JAIME EDUARDO VELASQUEZ FLAUTERO,CL 102A No 70-15,FAVORABLE,FRACCIONAMIENTO Y REEMPAQUE DE QUESOS FRESCOS
27846,1 ACTIVO,BOYACA,OTANCHE,ASOCIACION DE QUESO PENJAMO,9014850070,ANA LUCIA LOPEZ MENDOZA,VDA PENJAMO FI MIRAFLORES,FAVORABLE,QUESO FRESCO
27847,1 ACTIVO,BOGOTA,BOGOTA,CARNES FINAS DIMOR SAS,9014606483,LAURA ALEJANDRA MORA NARANJO,CL 40 SUR No 72D-47 BR LA CHUCUA,FAVORABLE,PASTA DE POLLO
27849,1 ACTIVO,BOGOTA,BOGOTA,NELSON ANDRES VASQUEZ PORRAS PROPIETARIO DEL ESTABLECIMIENTO CASSIUS CRAFT BEER,799966437,NELSON ANDRES VASQUEZ PORRAS,CL 69B SUR No 85-52 BOSA,FAVORABLE CON OBSERVACIONES,CERVEZA ARTESANAL
27850,1 ACTIVO,BOGOTA,BOGOTA,INVERSIONES JACKLIS SAS,9009206230,JACQUES ALAZRACHI BASSAL,CALLE 107 No 8B-27,FAVORABLE,CHOCOLATES Y BOMBONES CON Y SIN RELLENO
27851,1 ACTIVO,BOGOTA,BOGOTA,CARNES FRIAS SUPERIOR SAS,9014771416,LUBIN DANNEY ZAMBRANO SANTANA,CR 17A No 77A-15 SUR,FAVORABLE,"DERIVADOS CARNICOS (SALCHICHAS, SALCHICHON, MORTADELA)"
27854,1 ACTIVO,CUNDINAMARCA,FUNZA,JAMONERIA SUIZA SAS,9004505131,LILIANA ERIKA CUBILLOS QUEVEDO,KM 12 VI LA ARGENTINA PQ INDUSTRIAL EL DORADO BQ 1 BG 10,FAVORABLE,JAMON;GALANTINA DE CARNES (POLLO CERDO RES) CON Y SIN VERDURAS;MORTADELA;PERNIL AHUMADO
27856,1 ACTIVO,CUNDINAMARCA,CHIA,FOODS AND DRINKS ALIMENTOS SAS,9012447991,CESAR AUGUSTO RAMIREZ ARROYO,KM 15 VARIANTE COTA-CHIA CENTRO EMPRESARIAL PUEBLO VIEJO,FAVORABLE,QUESOS FRESCOS;QUESOS MADURADOS;MANTEQUILLA;CREMA DE LECHE;YOGURT GRIEGO
27858,1 ACTIVO,RISARALDA,SANTA ROSA DE CABAL,COMERCIALIZADORA CHORIZOS CABAL SAS,9015141479,MICHAEL MUÑOZ OSORIO,CL 20 No 22-40 BR LA HERMOSA,FAVORABLE,"CHORIZOS, CARNE PARA HAMBURGUESAS, CARNE MOLIDA"
27859,1 ACTIVO,RISARALDA,DOSQUEBRADAS,AGROGREEN COLOMBIA SAS,9015726778,LUZ ADRIANA MOTTA GOMEZ,CL 20 No 20-32 P1 BR LA PRADERA,FAVORABLE,PANELA PULVERIZADA SABORIZADA
27860,1 ACTIVO,RISARALDA,SANTA ROSA DE CABAL,MARIA GLORIA GIRALDO DE RIOS -PROCESADORA DE CARNICOS LA CABAL,340578931,MARIA GLORIA GIRALDO DE RIOS,CL 28 No 25 -04 MZ 10 LC 1 UR LINARES,FAVORABLE,CHORIZO DE CERDO
27861,1 ACTIVO,RISARALDA,LA VIRGINIA,GONZALO MARIA RAMIREZ HERNANDEZ -FABRICA DE HIELO ICE COOL,43459601,GONZALO MARIA RAMIREZ HERNANDEZ,CL 12 No 4A-13,FAVORABLE,HIELO
27863,1 ACTIVO,CALDAS,MANIZALES,GOURMET FOOD MANIZALES SAS,9013842059,ANDREA OSORIO ALTURO,CR 27 No 49-43 BR VERSALLES,FAVORABLE,YOGURT
27866,1 ACTIVO,META,VILLAVICENCIO,BRAYAN DANILO GUERRA OYOLA-AGUA SUPER CRISTALINA,11928072790,BRAYAN DANILO GUERRA OYOLA,CL 59 SUR No 46-09 BR CIUDAD PORFIA,FAVORABLE,AGUAPOTABLETRATADA
27870,1 ACTIVO,META,GUAMAL,GUAMALACTEOS S.A.S,9015981612,OLGA MYRIAM VALENCIA GARCIA,LT 8 BR VILLA CLAUDIA,FAVORABLE,CREMA DE LECHE;QUESOS FRESCOS
27871,1 ACTIVO,ATLANTICO,BARRANQUILLA,MERCADO GIL YOARDIS MANUEL/MANUEL DEDITOS  EMPANADAS,91166144,MANUEL YOARDIS MERCADO GIL,CLLE 8 # 15-19 BARR LA PLAYA,FAVORABLE,EMPANADAS Y AREPAS RELLENAS
27872,1 ACTIVO,ATLANTICO,BARRANQUILLA,BARRANQUILLA CERVEZA ARTESANAL- BCA SAS,9014168831,ANDRES FELIPE PÉREZ GAVIRIA,CR 50 B No 46-21,FAVORABLE CON OBSERVACIONES,CERVEZA ARTESANAL
27875,1 ACTIVO,SANTANDER,SUAITA,COLCAÑAS SAS,9014631526,JAIME ALBERTO JIMENEZ GONZALEZ,KM 54 VI BARBOSA-BUCARAMANGA,FAVORABLE,JUGO DE CAÑA
27879,1 ACTIVO,SANTANDER,LA PAZ,MOLANO CIFUENTES HILDA MARIA - INGENIO PANELERO,515747876,HILDA MARIA MOLANO CIFUENTES,VDA EL HATO FI EL TRONCAL,FAVORABLE CON OBSERVACIONES,PANELA
27882,1 ACTIVO,NORTE_DE_SANTANDER,CUCUTA,INDUSTRIA CERVECERA ARTESANAL BARI SAS,9009576190,JOSÉ DAVID LEMUS TORRES,CL 29 No 17-45 BR AGUAS CALIENTES,FAVORABLE,CERVEZAS
27883,1 ACTIVO,VALLE_DEL_CAUCA,CALI,ELABORADOS CARNICOS DE COLOMBIA SAS,9014301929,DARA MARCELA CAICEDO SUAREZ,CR 4B No 30-38 BR JORGE ISAACS,FAVORABLE,JAMON MIXTO
27884,1 ACTIVO,VALLE_DEL_CAUCA,YUMBO,INDUSTRIA ALIMENTICIA ALAMO SAS,9005287246,JUAN JOSE AYERBE MOSQUERA,CR 36 No 10-549 PQ INDUSTRIAL LA FORTALEZA BG 5 ARROYOHONDO,FAVORABLE,AGUA POTABLE TRATADA
27885,1 ACTIVO,VALLE_DEL_CAUCA,PALMIRA,UNILEVER ANDINA COLOMBIA LTDA,8600025182,TATIANA ANDREA GONZALEZ CERON,KM 13 VI YUMBO AE PALMIRA,FAVORABLE,MAYONESA
27889,1 ACTIVO,ANTIOQUIA,MEDELLIN,FYLCO SAS,8110434790,ROBERTO ANIBAL OBANDO BEDOYA,CR 44 No 25-59,FAVORABLE CON OBSERVACIONES,EMPAQUES PARA ALIMENTOS
27891,1 ACTIVO,ANTIOQUIA,SANTA ROSA DE OSOS,MESA TORRES CARLOS MARIO PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO QUESERA EL PAISAJE,81524756,CARLOS MARIO MESA TORRES,CL 26 No 39 - 99,FAVORABLE,QUESO FRESCO GRASO SEMIBLANDO VARIEDADES
27894,1 ACTIVO,ANTIOQUIA,MEDELLIN,MURILLO MADRID CARLOS LEANDRO PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO FILETES TRUCHY,10171318784,CARLOS LEANDRO MURILLO MADRID,CR 38 A No 34 - 31,FAVORABLE,"DERIVADOS CARNICOS FRESCOS, TRATADOS O NO TERMICAMENTE (FILETES DE POLLO ADOBADOS, CHUZOS DE POLLO)"
27895,1 ACTIVO,ANTIOQUIA,MEDELLIN,ROJO VALENCIA PIEDAD EUGENIA PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO PRODUCTOS ALIMENTICIOS JB,392136608,PIEDAD EUGENIA ROJO VALENCIA,CR 70 No 80 - 46,FAVORABLE,MANI DULCE;SALADO Y MIXTO;PRODUCTOS DE PANADERIA (PANDEBONOS Y ROSQUILLAS)
27896,1 ACTIVO,ANTIOQUIA,CACERES,LACTEOS K2 SAS,9014752676,JAVIER ANTONIO LOPEZ PARRA,HACIENDA LOS ANGELES COR JARDIN KM 2 VI VDA MANIZALEZ,FAVORABLE,QUESO FRESCO TIPO MOZZARELLA
27898,1 ACTIVO,ANTIOQUIA,ENVIGADO,AEROPUERTOS DG SAS,9006648712,MATEO LATORRE GALLEGO,CL 39 SUR No 26 - 09 SC CAMINO VERDE,FAVORABLE,"DERIVADOS CARNICOS FRESCOS TRATADOS O NO TERMICAMENTE: SALCHICHA,CHORIZO,HAMBURGUESA CORTES DE CARNE DE CERDO Y DE RES"
27905,1 ACTIVO,BOGOTA,BOGOTA,PRUNUS FOODS GROUP COLOMBIA SAS SIGLA PRUNUS SAS,9007712166,JULIA EULALIA ALVAREZ ESPINOZA,Cr 69G NO 69-16 BR LA ESTRADA,FAVORABLE,IMITACION MANJAR DE LECHE E IMITACION DE QUESO
27906,1 ACTIVO,CUNDINAMARCA,COTA,DISAN COLOMBIA SAS,8600488676,JULIO JARAMILLO,AU MEDELLIN KM 1.6 VI COTA COSTADO NORTE,FAVORABLE,GLICERINA USP
27907,1 ACTIVO,BOYACA,SOMONDOCO,AMAVILO SAS,9002134715,OLIVA DIAZGRANADOS DIAZGRANADOS,VDA CANOS FI EL TOTUMO,FAVORABLE,LECHE PASTEURIZADA;QUESO FRESCOS;QUESOS MADURADOS;YOGURT
27908,1 ACTIVO,CUNDINAMARCA,FUSAGASUGA,LA CONSTANCIA VALE SAS,9015584813,ANITH YADIRA GALVIS VARGAS,CL 4 No 7-59 BR CENTRO,FAVORABLE,PANES LEUDADOS;TORTAS Y PANADERIA DULCE(TORTAS Y GALLETAS)
27909,1 ACTIVO,BOGOTA,BOGOTA,HANNA HOPS BREWERY SAS,9015099919,FELIPE ARCE LOURIDO,CR 27 A No 68-64,FAVORABLE CON OBSERVACIONES,CERVEZA ARTESANAL
27910,1 ACTIVO,BOGOTA,BOGOTA,BIONATURALES DE COLOMBIA SAS,9014725795,ANDRES FELIPE BONELL TORRES,CL 94 No 58–12 BR RIO NEGRO,FAVORABLE,ALIMENTOS EN POLVO A BASE DE MALTODEXTRINA VARIEDADES
27912,1 ACTIVO,HUILA,AIPE,ESTABLECIMIENTO PROPIEDAD DE JAVIER CUBILLOS OYOLA - LACTOAIPE,832221185,JAVIER CUBILLOS OYOLA,KM 1 VIA AIPE A BOGOTA BR LOS FUNDADORES,FAVORABLE,QUESO FRESCO SEMIDURO SEMIGRASO CAMPESINO
27913,1 ACTIVO,HUILA,GARZON,AQUAFRESH DEL HUILA SAS,9015602386,WALTER JOSE GOMEZ CORREA,CL2 SUR No 19-33 BR VILLA GARZON,FAVORABLE,AGUA POTABLE TRATADA
27914,1 ACTIVO,PUTUMAYO,ORITO,ESTABLECIMIENTO PROPIEDAD DEL SEÑOR MIYYER LIZARDO BASANTE BRAVO – MANANTIAL DE AGUAS,10892435689,MIYER LIZARDO BASANTE BRAVO,CR 7 No 7- 166 BR LA ESPERANZA,FAVORABLE,AGUA POTABLE TRATADA
27916,1 ACTIVO,BOLIVAR,SAN PABLO,LACTEOS JULIANITA ZOMAC SAS,9014665911,JULIETH PAOLA MENCO CASTILLO,CR 7 No 19-64 BR CONCEPCION,FAVORABLE,QUESODOBLECREMAQUESOCOSTEÑOSUEROCOSTEÑO
27920,1 ACTIVO,NARIÑO,PASTO,TUTISTAR MANRIQUE CRISTINA LUCIA PROPIETARIA DEL ESTABLECIMIENTO DE COMERCIO JAMON SERRANO SAN CRISTOBAL,598174741,CRISTINA LUCIA TUTISTAR MANRIQUE,MZ D CS 24 BR REFUGIO DE SAN GABRIEL,FAVORABLE,JAMON SERRANO CRUDO MADURADO
27921,1 ACTIVO,ANTIOQUIA,GUARNE,C I NUTREO SAS,9002857581,ALEJANDRO MESA GOMEZ,PQ INDUSTRIAL ELITE 2 INT 15 VDA LA MOSQUITA KM 3.5 VIA AEROPUERTO JOSE MARIA CORDOBA,FAVORABLE,BARRAS MEZCLA DE CEREALES
27922,1 ACTIVO,ATLANTICO,SOLEDAD,ABELARDO PEREZ DUQUE,11295801463,ABELARDO PEREZ DUQUE,BG 4B LC 1 Y 2 GRANABASTOS,FAVORABLE,GRANOS  VARIEDADES
27924,1 ACTIVO,ATLANTICO,BARRANQUILLA,MEGACEITES SAS,9004142808,FERNANDO ALVAREZ GOMEZ,CL 110 No 6-361 PARQUE INTERNACIONAL DEL CARIBE BD 4 Y 5,FAVORABLE,ENVASADO DE ACEITE DE PALMA Y MEZCLAS DE ACEITEVEGETALES
27926,1 ACTIVO,CESAR,VALLEDUPAR,RAFAEL ALFREDO PALACO BARRERA PROPIETARIO DL ESTABLECIMIENTO DE COMERCIO LACTEOS ESTANZUELA DEL VALLE,770064523,RAFAEL ALFREDO PALACIO BARRERA,CL 33 No 14-15 BARR 12 DE OCTUBRE,FAVORABLE,SUERO COSTEÑO
27930,1 ACTIVO,LA_GUAJIRA,ALBANIA,NOREYETH ENEIDIS VANEGAS ALARZA PROPIETARIA DEL ESTABLECIMIENTO AGUA FRESH DEL RANCHERIA,560959908,NOREYETH ENEIDIS VANEGAS ALARZA,CL 6 NO. 8 - 64 BR DIGNA ROSA - CUESTECITAS- ALBANIA - LA GUAJIRA,FAVORABLE,AGUA POTABLE TRATADA
27932,1 ACTIVO,CESAR,LA JAGUA DE IBIRICO,MAX AGUA SAS,9009964595,LUIS ELIECER CHINCHIA MARTINEZ,DG 13A No 6 - 26 BR BELLO HORIZONTE,FAVORABLE,AGUA POTABLE TRATADA
27933,1 ACTIVO,LA_GUAJIRA,SAN JUAN DEL CESAR,RUSSBEL OSORIO GIRALDO PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO AGUAS GOTAS DEL SUR,840939663,RUSSBEL OSORIO GIRALDO,CL 5 SUR No 20-51 BR LAS TUNAS,FAVORABLE,AGUA TRATADA ENVASADA
27934,1 ACTIVO,LA_GUAJIRA,SAN JUAN DEL CESAR,YANIELA DE JESUS NIEVES MENDOZA PROPIETARIA DEL ESTABLECIMIENTO AGUAS DEL MONTE CARMELO,11207470232,YANIELA DE JESUS NIEVES MENDOZA,CR 23A No 6 SUR 47 BR LAS TUNAS,FAVORABLE,AGUA TRATADA ENVASADA
27935,1 ACTIVO,META,PUERTO LOPEZ,JHON FREDY RAMOS RAMOS - AGUA PURITA PURITA II,860697631,JHON FREDY RAMOS RAMOS,AV 14 No 4 - 15 BR EL PORVENIR,FAVORABLE,AGUA POTABLET RATADA
27937,1 ACTIVO,ARAUCA,ARAUCA,MAYRON EDUARDO SANDOVAL SUAREZ - AGUA Y REFRESCOS LA FUENTE,880354717,MAYRON EDUARDO SANDOVAL SUAREZ,CL 20 No 28-01 BR LA ESPERANZA,FAVORABLE,AGUAPOTABLETRATADA
27938,1 ACTIVO,ARAUCA,ARAUCA,PAOLA ANDREA LEON PARRA- HIELOS LLANOS,10987378053,PAOLA ANDREA LEON PARRA,CL 20 No 41-118 VDA BARRANCONES,FAVORABLE,HIELOENBLOQUE
27939,1 ACTIVO,CASANARE,YOPAL,EDGAR ESTEPA MENDIVELSO - AGUA VIDA ENERGY SUMINISTROS Y SERVICIOS,795901235,EDGAR ESTEPA MENDIVELSO,CL 33 No. 15A - 35 ALTOS DEL CACIQUE,FAVORABLE,AGUA POTABLE TRATADA
27946,1 ACTIVO,RISARALDA,DOSQUEBRADAS,NORBEY ANTONIO ZAPATA CARVAJAL -CHORIZAP DISTRIBUIDORA Y PROCESADORA DE EMBUTIDOS,185028511,NORBEY ANTONIO ZAPATA CARVAJAL,CR 10 No. 42 A 115 CS 4 PI1 BR PLAYA RICA,FAVORABLE,CHORIZOS
27947,1 ACTIVO,RISARALDA,PEREIRA,LACTEOS EL NOGAL SAS,9015461673,JUAN ENRIQUE BEDOYA OROZCO,MZ J CS 8 BR LA ALAMEDA CUBA,FAVORABLE,QUESO FRESCO TIPO CUAJADA
27948,1 ACTIVO,CUNDINAMARCA,PUERTO SALGAR,QUESERAS DEL MEDIO SAS,9015555169,ANGEL MANUEL VILLAZON JIMENEZ,CL 16 2A-44 BR SANTA INES,FAVORABLE,QUESOS FRESCOS VARIEDADES
27950,1 ACTIVO,CESAR,PAILITAS,LACTEOS GALVIS No 2,9015989111,RICARDO ALBERTO GALVIS HENRIQUEZ,Cr 13 No 2A-05 BR CONCENTRACION,FAVORABLE CON OBSERVACIONES,LECHE CRUDA
27951,1 ACTIVO,CESAR,SAN MARTIN,BEBIDAS RYJ SAS,9012209772,JORGE ANDRES QUINTERO MANZANO,CR 9 No 16-05 BR BUENOS AIRES,FAVORABLE,AGUA POTABLE TRATADA
27952,1 ACTIVO,SANTANDER,GIRON,CORDOBA ALVAREZ JOSE ALEJANDRO PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO PANADERIA SOY FE,10959113942,JOSE ALEJANDRO CORDOBA ALVAREZ,CL 29 No 24-47 BR GIRON CENTRO,FAVORABLE,PAN
27953,1 ACTIVO,NORTE_DE_SANTANDER,CUCUTA,DISTRIBUIDORA AHUMADOS CIUDAD JARDIN SAS,9014722508,ANYI MELISA SOTO LAZARO,CL 14 No 8-38 BR LA LIBERTAD,FAVORABLE,DERIVADOS CARNICOS FRESCOS
27954,1 ACTIVO,NORTE_DE_SANTANDER,VILLA DEL ROSARIO,1 2 3 CARNES Y AHUMA2 SAS,9015763116,JESUS NORBERTO PEREZ BARRIOS,CL 15 No 12-19 BR PRIMERO DE MAYO,FAVORABLE,DERIVADOS CARNICOS FRESCOS
27955,1 ACTIVO,SANTANDER,BUCARAMANGA,SANDERS BEER GARDEN SAS,9015565591,CARLOS SANTIAGO RODRIGUEZ AMAYA,CR 35A No 46-82 BR CABECERA DEL LLANO,FAVORABLE CON OBSERVACIONES,CERVEZAS
27958,1 ACTIVO,VALLE_DEL_CAUCA,CANDELARIA,COMERCIALIZADORA LEDESMA & LEDESMA AGROGRULED SAS,9015661686,DANNY POMPILIO LEDESMA LARA,"KM 11 VI CALI-CANDELARIA, CORREGIMIENTO EL CARMELO CAVASA BD A6",FAVORABLE,MAIZ TRILLADO DESGERMINADO
27959,1 ACTIVO,VALLE_DEL_CAUCA,CANDELARIA,AVICOLA CAMPOFRESCO SAS,9006520858,FABIO HERNAN GIRALDO GIRALDO,KM 1.5 VI CALI CANDELARIA CONDOMINIO INDUSTRIAL LA NUBIA BG 105,FAVORABLE,COSTILLA AHUMADA
27960,1 ACTIVO,VALLE_DEL_CAUCA,BUENAVENTURA,EDUAR GARCIA JARAMILLO ESTABLECIMIENTO DE COMERCIO HIDROVIDA EL JARDIN,11118199233,EDUAR GARCIA JARAMILLO,CR 57B No 1 SUR 03/05 BR CASCAJAL,FAVORABLE,AGUA POTABLE TRATADA
27962,1 ACTIVO,VALLE_DEL_CAUCA,CALI,GIRALDO CARDONA WILLIAM ARMANDO ESTABLECIMIENTO DE COMERCIO TROPIVALLE AGUA NATURAL,160704530,WILLIAM ARMANDO GIRALDO CARDONA,CR 24 No 13-42 BR SANTA ELENA,FAVORABLE,AGUA POTABLE TRATADA
27963,1 ACTIVO,VALLE_DEL_CAUCA,CALI,INVERSIONES CARDENAS SUAREZ SAS,9014576181,DIEGO EDINSON CARDENAS CORREA,AV ROOSEVELT CL 6 No 29-50,FAVORABLE,PAN ARABE
27964,1 ACTIVO,VALLE_DEL_CAUCA,CALI,CI UPFIELD COLOMBIA SAS,9011817642,ALVARO ANDRES MAZO MEJIA,CR 5 No 52-310 BR SALOMIA,FAVORABLE,ESPARCIBLES DE MESA Y COCINA
27966,1 ACTIVO,ANTIOQUIA,CAUCASIA,ELSY MARIANA PÉREZ MONTALVO PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO AGUA Y REFRESCOS LA MONTAÑA,10381362634,ELSY MARIANA PÉREZ MONTALVO,CL 20 CR 5 No 20 - 20,FAVORABLE,AGUA POTABLE TRATADA
27969,1 ACTIVO,CORDOBA,MONTERIA,CRISTIAN MARIO VEGA FABRA PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO AGUA PURA LA ROCA FUERTE,10678696638,CRISTIAN MARIO VEGA FABRA,CALLE 2 2A -94 VDA BESITO VOLAO,FAVORABLE,AGUA POTABLE TRATADA
27971,1 ACTIVO,CORDOBA,MONTERIA,POLO PLAZA ELSA LORENA PROPIETARIA DEL ESTABLECIMIENTO DE COMERCIO AGUA BRISAS DEL SINU,392892404,POLO PLAZA ELSA LORENA,CRA 9W CL 27 - 55 BR EL DORADO,FAVORABLE,AGUA POTABLE TRATADA
27975,1 ACTIVO,SUCRE,GALERAS,GABRIEL GREGORIO ORTIZ PATERNINA PROPIETARIO DEL ESTABLECIMIENTO DE COMERCIO AGUA VIVA FRESH,925548513,GABRIEL GREGORIO ORTIZ PATERNINA,CL 18A No 15B - 58 AP 01,FAVORABLE,AGUA POTABLE TRATADA
27978,1 ACTIVO,SUCRE,SAN BENITO ABAD,BENDITO MARAÑON SAS,9013882870,ESMERALDA ENITH GONZALEZ BECHARA,CL 12  No 20-94 BR PALACIN,FAVORABLE,VINAGRE DE FRUTAS; PRODUCTOS A BASE DE LEGUMBRES O LEGUMINOSAS
27981,1 ACTIVO,BOGOTA,BOGOTA,GRUPO INDUSTRIAL Y EMPRESARIAL DE SERVICIOS Y SUMINISTROS SAS-GIESS SAS,9015796296,CARLOS ELIAN LIGARRETO AVENDAÑO,CR 69H No 78A-17,FAVORABLE,PANES LEUDADOS VARIEDADES;GALLETAS VARIEDADES;TORTAS VARIEDADES;REFRESCOS EN POLVO CUYO COMPONENTE PRINCIPAL ES AZÚCAR
27984,1 ACTIVO,BOYACA,CHIQUINQUIRA,EL MUNDO DE LOS LACTEOS CF SAS,9015134257,MYRIAN YANETH CORREDOR FORERO,CR 9 No 9-53 BR BOYACA BAJO,FAVORABLE,QUESO FRESCO DOBLE CREMA
27985,1 ACTIVO,BOGOTA,BOGOTA,UNNA FACTORY SAS,9016372522,JAVIER ANDRES LUQUE JIMENEZ,CR 17 No 70A-80 BR COLOMBIA,FAVORABLE CON OBSERVACIONES,CERVEZA ARTESANAL
27986,1 ACTIVO,BOGOTA,BOGOTA,CENTRO DE PRODUCCION SRB SAS,9015334879,CESAR ALEXANDER VALENCIA ZULUAGA,CR 21 No 68-66 BR 7 DE AGOSTO,FAVORABLE,MEZCLA LISTA PARA PREPARAR BUÑUELOS Y PANDEBONOS
27992,1 ACTIVO,BOGOTA,BOGOTA,TITOS CARNES FRIAS SAS,9014432740,JUAN CARLOS MENDOZA CICILIANO,CL 57 SUR No 104-21 BR BOSA SANTAFE,FAVORABLE,DERIVADOS CARNICOS: CHORIZOS;HAMBUERGUESAS;SALCHICHAS;JAMON;TOCINETA
27993,1 ACTIVO,BOGOTA,BOGOTA,LACTEOS MILETO SAS,9009818958,JOSE FELIPE OTALORA GUTIERREZ,CL 23G BIS No 96F-87 BR RINCON SANTO,FAVORABLE,FRACCIONAMIENTO DE QUESOS FRESCOS
27995,1 ACTIVO,BOGOTA,BOGOTA,GRUPO COSTA DORADA SAS,9007058813,GIRALDO PAEZ  OSCAR ALEJANDRO,CR 25 No 22A-12 BR SAMPER MENDOZA,FAVORABLE,PRODUCTOS DE LA PESCA SALMON FILETE TRUCHA SALMONADA
